#rno k i j rlen rwid rgrd rtp rbth rhk man ncon ustrf ndv line_id
196 1 601 551 200.21292 8.492702097694329 0.0009785969574797 212.5656569049633 1 0.2 0.0370000004768371 2 1.0 0 13435319
197 1 602 551 200.21292 8.510929952029612 0.0009785969574799 212.36972914948504 1 0.2 0.0370000004768371 2 1.0 0 13435319
198 1 603 551 200.21292 8.529157806364896 0.0009794656843538 212.17380139400677 1 0.2 0.0370000004768371 2 1.0 0 13435319
199 1 604 551 200.5689 8.547401842057372 0.0013660331730351 211.9776997081833 1 0.2 0.0370000004768371 2 1.0 0 13435319
200 1 685 501 146.0255 7.810907289685365 0.0004644131345818 197.408551282702 1 0.2 0.0370000004768371 2 1.0 0 13436427
201 1 685 500 206.65442 7.827321640333247 0.0003845762118861 197.3407351237086 1 0.2 0.0370000004768371 2 1.0 0 13436427
202 1 685 499 206.65442 7.846557767169062 0.000384576211886 197.2612607501011 1 0.2 0.0370000004768371 2 1.0 0 13436427
203 1 685 498 206.65442 7.865793894004877 0.0003733626154051 197.1817863764936 1 0.2 0.0370000004768371 2 1.0 0 13436427
204 1 684 497 194.60304 7.884469127687333 0.0003964840931463 197.10462934215116 1 0.2 0.0370000004768371 2 1.0 0 13436427
205 1 684 496 206.65442 7.903144355688419 0.0003797686486078 197.02747233128133 1 0.2 0.0370000004768371 2 1.0 0 13436427
206 1 684 495 201.48755 7.92214001290044 0.0002989264643541 196.94899146186964 1 0.2 0.0370000004768371 2 1.0 0 13436427
207 1 683 543 184.99901 35.60079158833015 0.0001729434870602 199.2398515617212 1 1.0 0.0370000004768371 2 1.0 0 13436453
208 1 683 542 226.31232 35.60564211802634 0.0001501729299159 199.2078571881441 1 1.0 0.0370000004768371 2 1.0 0 13436453
209 1 682 541 210.60257 35.610794587188266 0.0001565212211015 199.17387120444 1 1.0 0.0370000004768371 2 1.0 0 13436453
210 1 682 540 213.17117 35.615792083122486 0.0001624708258327 199.14090743308216 1 1.0 0.0370000004768371 2 1.0 0 13436453
211 1 681 539 232.0758 35.62104280989001 0.0001245491397718 199.1062733365456 1 1.0 0.0370000004768371 2 1.0 0 13436453
212 1 681 538 139.5175 35.62542494895392 0.0002108405764029 199.07736849458823 1 1.0 0.0370000004768371 2 1.0 0 13436453
213 1 680 537 238.64622 35.62988457499158 0.0001453601626743 199.0479525440839 1 1.0 0.0370000004768371 2 1.0 0 13436453
214 1 679 536 207.3151 35.63514372460049 0.0001404549966602 199.01326288999985 1 1.0 0.0370000004768371 2 1.0 0 13436453
