per,k,i,j,q,boundname
0,8,474,324,-68.2980477048829,wel_509639
0,8,719,395,-57.623239034772226,wel_509642
0,8,720,395,-57.623239034772226,wel_509645
0,8,677,410,-73.79091041862918,wel_509648
0,8,677,410,-73.79091041862918,wel_509651
0,8,469,315,-3848.1130671962096,wel_509657
0,8,727,358,-97.47240343921453,wel_509660
0,8,727,358,-8.507718871159087,wel_509663
0,8,716,403,-208.93606096061296,wel_509666
0,8,682,437,-107.7844758923797,wel_509671
0,8,680,442,-282.9342492174967,wel_509677
0,8,681,444,-49.746681181098324,wel_509683
0,8,703,401,-62.805184991136635,wel_509686
0,8,703,401,-62.805184991136635,wel_509689
0,8,613,432,-6.207971255724561,wel_509699
0,8,706,400,-280.7371041319982,wel_509705
0,8,706,394,-11.856292348161766,wel_509711
0,8,706,394,-11.856292348161766,wel_509714
0,8,599,332,-80.6310790810302,wel_509717
0,8,554,346,-331.229985530813,wel_509720
0,8,554,345,-39.38278926836951,wel_509723
0,8,597,435,-203.4121065711285,wel_509726
0,8,597,437,-64.25612985891867,wel_509729
0,8,597,435,-151.20918300671343,wel_509732
0,8,541,423,-182.07285312281985,wel_509744
0,8,472,322,-441.5017954822476,wel_509750
0,8,621,361,-28.64579724678245,wel_509753
0,8,621,361,-19.46338901210472,wel_509756
0,8,664,409,-1.8655005442911872,wel_509762
0,8,663,408,-145.50904245471258,wel_509765
0,8,663,408,-133.73566124185265,wel_509768
0,8,595,350,-3383.7070705868314,wel_509773
0,8,685,429,-352.37232503277977,wel_509779
0,8,689,431,-238.3695139927628,wel_509782
0,8,684,423,-253.915351861856,wel_509785
0,8,687,423,-347.19037907641535,wel_509788
0,8,651,429,-335.79009797241366,wel_509791
0,8,649,429,-335.79009797241366,wel_509794
0,8,649,430,-335.79009797241366,wel_509797
0,8,653,428,-335.79009797241366,wel_509800
0,8,623,351,-6.529251905019155,wel_509803
0,8,623,351,-14.98618770580587,wel_509806
0,8,682,426,-269.46118973094923,wel_509809
0,8,517,567,-2351.774352836423,wel_509830
0,8,617,568,-15.545837869093226,wel_509878
0,8,617,568,-15.545837869093226,wel_509881
0,8,565,561,-3.42008433120051,wel_509957
0,8,612,566,-74.62002177164749,wel_510119
0,8,498,567,-173.18063386169854,wel_510170
0,8,484,568,-20.67596436589399,wel_510192
0,8,484,568,-1.20117507268527,wel_510194
0,8,548,561,-36.812544074012756,wel_510265
0,8,547,565,-83.94752449310342,wel_510398
0,8,558,567,-244.5878491404001,wel_510755
0,8,542,565,-327.4989844422306,wel_510776
0,8,540,560,-205.20505987203057,wel_510782
0,8,536,567,-78.76557853673901,wel_510820
0,8,585,564,-69.95627041091952,wel_510894
0,8,585,565,-69.95627041091952,wel_510897
0,8,588,564,-115.08065579894078,wel_510939
0,8,583,568,-77.72918934546612,wel_511091
0,8,538,562,-103.63891912728818,wel_511138
0,8,751,354,-255.9881302444018,wel_513016
0,8,749,365,-334.7537087811408,wel_513019
0,8,762,342,-157.84207383085987,wel_513025
0,8,774,335,-161.67671383856955,wel_513031
0,8,775,424,-508.86709291498494,wel_513034
0,8,780,434,-31.091675738186453,wel_513037
0,8,780,434,-31.091675738186453,wel_513040
0,8,782,434,-109.44269859841631,wel_513043
0,8,791,425,-1193.2363314801196,wel_513046
0,8,794,430,-227.28014964614295,wel_513049
0,8,800,426,-266.4556610762579,wel_513051
0,8,798,434,-325.42620605968483,wel_513054
0,8,815,435,-131.62142729165598,wel_513057
0,8,813,437,-461.19319011643233,wel_513060
0,8,784,411,-294.3345303214984,wel_513063
0,8,802,420,-194.3229733636653,wel_513066
0,8,816,341,-243.41672935426172,wel_513069
0,8,790,342,-2636.574102598211,wel_513072
0,8,807,420,-167.06593763318853,wel_513075
0,8,793,418,-241.47868156658143,wel_513078
0,8,789,417,-241.47868156658143,wel_513081
0,8,792,417,-241.47868156658143,wel_513084
0,8,813,377,-21.12990283167151,wel_513087
